,Price,Rooms,Area,Floor,Max_house_floor,balcony\loggia,Bathroom,Year built,Link
2092,5000000,3,67,3,9,балкон,раздельный,,https://www.avito.ru/perm/kvartiry/3-k._kvartira_67m_39et._2341825609
2093,16000000,4,125,24,25,лоджия,раздельный,2017,https://www.avito.ru/perm/kvartiry/4-k._kvartira_125m_2425et._2248078474
2094,5800000,3,59,4,5,балкон,совмещенный,,https://www.avito.ru/perm/kvartiry/3-k._kvartira_59m_45et._2397187380
2095,18000000,3,106.1,4,14,балкон,раздельный,,https://www.avito.ru/perm/kvartiry/3-k._kvartira_1061m_414et._2393262639
2096,3300000,2,46,1,5,,совмещенный,1964,https://www.avito.ru/perm/kvartiry/2-k._kvartira_46m_15et._2417385119
2097,3150000,1,33,8,9,лоджия,раздельный,1990,https://www.avito.ru/perm/kvartiry/1-k._kvartira_33m_89et._2309795729
2098,3050000,3,42,4,5,,совмещенный,1961,https://www.avito.ru/perm/kvartiry/3-k._kvartira_42m_45et._2276913515
2099,6500000,3,66,6,10,лоджия,раздельный,2005,https://www.avito.ru/perm/kvartiry/3-k._kvartira_66m_610et._2367956482
2100,4900000,2,63.5,10,10,балкон,раздельный,2006,https://www.avito.ru/perm/kvartiry/2-k._kvartira_635m_1010et._2350873010
2101,4330000,1,41.5,11,20,,,,https://www.avito.ru/perm/kvartiry/1-k._kvartira_415m_1120et._2348899775
2102,3350000,3,60.6,5,5,балкон,раздельный,1968,https://www.avito.ru/perm/kvartiry/3-k._kvartira_606m_55et._2370292862
2103,2700000,2,43.9,5,5,балкон,совмещенный,,https://www.avito.ru/perm/kvartiry/2-k._kvartira_439m_55et._2378969644
2104,4600000,2,47,21,25,лоджия,совмещенный,2018,https://www.avito.ru/perm/kvartiry/2-k._kvartira_47m_2125et._2385881050
2105,15500000,4,128.5,20,20,лоджия,раздельный,,https://www.avito.ru/perm/kvartiry/4-k._kvartira_1285m_2020et._2345963073
2106,2150000,2,47,2,3,балкон,совмещенный,1961,https://www.avito.ru/perm/kvartiry/2-k._kvartira_47m_23et._2371043356
2107,2600000,2,41.7,1,5,,,,https://www.avito.ru/perm/kvartiry/2-k._kvartira_417m_15et._2343139539
2108,3490000,2,51.8,7,16,лоджия,совмещенный,2015,https://www.avito.ru/perm/kvartiry/2-k._kvartira_518m_716et._2358645160
2109,4100000,1,39.6,8,14,лоджия,совмещенный,1983,https://www.avito.ru/perm/kvartiry/1-k._kvartira_396m_814et._2390336836
2110,2850000,2,45.5,1,5,,раздельный,1982,https://www.avito.ru/perm/kvartiry/2-k._kvartira_455m_15et._2378366563
2111,3400000,2,46,3,5,балкон,раздельный,,https://www.avito.ru/perm/kvartiry/2-k._kvartira_46m_35et._2355327493
2112,3650000,1,38.2,5,5,,,,https://www.avito.ru/perm/kvartiry/1-k._kvartira_382m_55et._2371070081
2113,5300000,3,67.1,4,10,балкон,раздельный,1996,https://www.avito.ru/perm/kvartiry/3-k._kvartira_671m_410et._2357900614
2114,2950000,2,42,3,5,балкон,совмещенный,1961,https://www.avito.ru/perm/kvartiry/2-k._kvartira_42m_35et._2385748878
2115,2949999,2,44.6,1,5,,раздельный,1978,https://www.avito.ru/perm/kvartiry/2-k._kvartira_446m_15et._2345306958
2116,2390000,1,27,1,5,,совмещенный,1985,https://www.avito.ru/perm/kvartiry/kvartira-studiya_27m_79et._2338127541
2117,1920000,1,33.8,1,5,лоджия,совмещенный,2016,https://www.avito.ru/perm/kvartiry/1-k._kvartira_338m_15et._2381583844
2118,6570000,3,120,7,7,лоджия,раздельный,2001,https://www.avito.ru/perm/kvartiry/3-k._kvartira_120m_77et._2328918300
2119,3400000,3,58.2,3,9,балкон,раздельный,,https://www.avito.ru/perm/kvartiry/3-k._kvartira_582m_39et._2364186582
2120,4380000,2,49.9,6,9,балкон,,,https://www.avito.ru/perm/kvartiry/2-k._kvartira_499m_69et._2388952810
2121,4850000,2,87.7,5,5,лоджия,совмещенный,1976,https://www.avito.ru/perm/kvartiry/2-k._kvartira_877m_55et._2245923181
2122,1850000,1,34.2,5,5,балкон,совмещенный,2015,https://www.avito.ru/perm/kvartiry/1-k._kvartira_342m_55et._2274243543
2123,3100000,2,48.1,3,5,балкон,раздельный,1969,https://www.avito.ru/perm/kvartiry/2-k._kvartira_481m_35et._2382390849
2124,2350000,2,45,2,5,балкон,раздельный,1968,https://www.avito.ru/perm/kvartiry/2-k._kvartira_45m_25et._2386450098
2125,4600000,2,54.1,1,12,лоджия,раздельный,,https://www.avito.ru/perm/kvartiry/2-k._kvartira_541m_112et._2361778199
2126,2599000,1,29,7,10,балкон,совмещенный,1969,https://www.avito.ru/perm/kvartiry/1-k._kvartira_29m_710et._2356163420
2127,3900000,1,35,4,9,лоджия,раздельный,1986,https://www.avito.ru/perm/kvartiry/1-k._kvartira_35m_49et._2317368541
2128,2490000,1,31.2,3,3,балкон,совмещенный,1961,https://www.avito.ru/perm/kvartiry/1-k._kvartira_312m_33et._2306538514
2129,3350000,2,43,2,5,балкон,совмещенный,1963,https://www.avito.ru/perm/kvartiry/2-k._kvartira_43m_25et._2388782551
2130,15000000,3,150,6,6,лоджия,совмещенный,,https://www.avito.ru/perm/kvartiry/3-k._kvartira_150m_66et._2391207871
2131,3200000,2,52.5,7,10,балкон,раздельный,2006,https://www.avito.ru/perm/kvartiry/2-k._kvartira_525m_710et._2373373324
2132,2580000,1,35.3,5,9,,совмещенный,1982,https://www.avito.ru/perm/kvartiry/1-k._kvartira_353m_59et._2331243475
2133,4490000,3,69,3,9,,,,https://www.avito.ru/perm/kvartiry/3-k._kvartira_69m_39et._2399209210
2134,4180000,2,47,5,5,балкон,совмещенный,,https://www.avito.ru/perm/kvartiry/2-k._kvartira_47m_55et._2332479523
2135,2100000,2,40.5,2,2,балкон,совмещенный,,https://www.avito.ru/perm/kvartiry/2-k._kvartira_405m_22et._2379880153
2136,8900000,3,94.3,15,17,,,,https://www.avito.ru/perm/kvartiry/3-k._kvartira_943m_1517et._2179428874
2137,6450000,2,76.9,2,13,лоджия,совмещенный,2010,https://www.avito.ru/perm/kvartiry/2-k._kvartira_769m_213et._2232472186
2138,5700000,3,60.2,14,25,лоджия,раздельный,2019,https://www.avito.ru/perm/kvartiry/3-k._kvartira_602m_1425et._2341862967
2139,2500000,1,25,5,15,лоджия,совмещенный,,https://www.avito.ru/perm/kvartiry/1-k._kvartira_25m_515et._2335049889
2140,3800000,2,43.2,1,9,лоджия,совмещенный,,https://www.avito.ru/perm/kvartiry/2-k._kvartira_432m_19et._2292239786
2141,3650000,2,57.1,4,6,балкон,раздельный,,https://www.avito.ru/perm/kvartiry/2-k._kvartira_571m_46et._2308526863
2142,3900000,2,50.6,4,5,,совмещенный,,https://www.avito.ru/perm/kvartiry/2-k._kvartira_506m_45et._2313585166
2143,8500000,2,85.6,10,11,лоджия,,,https://www.avito.ru/perm/kvartiry/2-k._kvartira_856_m_1011_et._2276781229
2144,4000000,3,61,4,5,балкон,совмещенный,1968,https://www.avito.ru/perm/kvartiry/3-k._kvartira_61m_45et._2396495238
2145,3920000,2,53,3,9,лоджия,совмещенный,1975,https://www.avito.ru/perm/kvartiry/2-k._kvartira_53m_39et._2378901463
2146,18000000,4,180,10,12,балкон,раздельный,,https://www.avito.ru/perm/kvartiry/4-k._kvartira_180m_1012et._2369118609
2147,7700000,3,101,11,16,балкон,раздельный,2014,https://www.avito.ru/perm/kvartiry/3-k._kvartira_101m_1116et._2346416185
2148,3880000,3,61.2,4,9,лоджия,раздельный,1974,https://www.avito.ru/perm/kvartiry/3-k._kvartira_612m_49et._2276928265
2149,8149000,3,100.3,11,12,лоджия,раздельный,2006,https://www.avito.ru/perm/kvartiry/3-k._kvartira_1003m_1112et._2347877873
2150,8500000,4,89,14,15,лоджия,раздельный,2021,https://www.avito.ru/perm/kvartiry/4-k._kvartira_89m_1415et._2343121874
2151,4790000,3,60.2,8,9,балкон,совмещенный,1973,https://www.avito.ru/perm/kvartiry/3-k._kvartira_602m_89et._2318130843
2152,4500000,1,37,8,9,лоджия,совмещенный,2016,https://www.avito.ru/perm/kvartiry/1-k._kvartira_37m_89et._2378081838
2153,4500000,1,37,8,9,,,,https://www.avito.ru/perm/kvartiry/1-k._kvartira_37m_89et._2378081838
2154,3310000,2,39,3,9,лоджия,совмещенный,2018,https://www.avito.ru/perm/kvartiry/2-k._kvartira_39m_39et._2395511351
2155,2179000,1,32.3,1,4,,,,https://www.avito.ru/perm/kvartiry/1-k._kvartira_323m_14et._2343693551
2156,1320000,1,17,5,5,,совмещенный,,https://www.avito.ru/perm/kvartiry/1-k._kvartira_17m_55et._2365368191
2157,4950000,2,40.4,13,16,лоджия,,,https://www.avito.ru/perm/kvartiry/2-k._kvartira_404m_1316et._2325712995
2158,2400000,1,26.6,7,25,,совмещенный,,https://www.avito.ru/perm/kvartiry/1-k._kvartira_266m_725et._2410413200
2159,от4790000,1,1-к.,7,25,лоджия,совмещенный,2016,https://www.avito.ru/perm/kvartiry/auktsion_1-k._kvartira_405m_2224et._2334259495
2160,4600000,3,59,4,5,балкон,совмещенный,1965,https://www.avito.ru/perm/kvartiry/3-k._kvartira_59m_45et._2387521834
2161,4150000,1,36.3,16,17,,,,https://www.avito.ru/perm/kvartiry/1-k._kvartira_363m_1617et._2394027384
2162,4190000,3,67.1,3,10,,раздельный,,https://www.avito.ru/perm/kvartiry/3-k._kvartira_671m_310et._1959972342
2163,7200000,3,75,8,9,лоджия,раздельный,2018,https://www.avito.ru/perm/kvartiry/3-k._kvartira_75m_89et._2341205165
2164,3850000,3,68.4,6,9,лоджия,раздельный,,https://www.avito.ru/perm/kvartiry/3-k._kvartira_684m_69et._2356169869
2165,1650000,1,28.7,6,9,балкон,совмещенный,1991,https://www.avito.ru/perm/kvartiry/1-k._kvartira_287m_69et._2259191963
2166,3200000,3,62.2,1,5,балкон,совмещенный,1979,https://www.avito.ru/perm/kvartiry/3-k._kvartira_622m_15et._2353554897
2167,3350000,2,55.5,5,9,,,,https://www.avito.ru/perm/kvartiry/2-k._kvartira_555m_59et._2381569647
2168,3100000,2,43.3,1,9,лоджия,раздельный,1984,https://www.avito.ru/perm/kvartiry/2-k._kvartira_433m_19et._2349188508
2169,3700000,3,60,5,5,,,,https://www.avito.ru/perm/kvartiry/3-k._kvartira_60m_55et._2361544583
2170,4800000,2,40,2,12,,,,https://www.avito.ru/perm/kvartiry/2-k._kvartira_40m_212et._2389247157
2171,5200000,3,61,5,9,лоджия,раздельный,,https://www.avito.ru/perm/kvartiry/3-k._kvartira_61m_59et._2281482529
2172,1500000,1,25,2,2,,,,https://www.avito.ru/perm/kvartiry/1-k._kvartira_25m_22et._2265690849
2173,3316000,1,37,5,9,балкон,,1989,https://www.avito.ru/perm/kvartiry/1-k._kvartira_37m_59et._2377429624
2174,7000000,4,81,3,11,лоджия,раздельный,2010,https://www.avito.ru/perm/kvartiry/4-k._kvartira_81m_311et._2401392390
2175,2000000,2,44.3,1,2,,совмещенный,,https://www.avito.ru/perm/kvartiry/2-k._kvartira_443m_12et._2385575421
2176,21900000,3,100,9,16,лоджия,совмещенный,2016,https://www.avito.ru/perm/kvartiry/3-k._kvartira_100m_916et._2324033745
2177,2800000,1,36.3,6,9,балкон,раздельный,1989,https://www.avito.ru/perm/kvartiry/1-k._kvartira_363m_69et._2393730717
2178,5350000,1,43.4,10,25,лоджия,совмещенный,2021,https://www.avito.ru/perm/kvartiry/1-k._kvartira_434m_1025et._2396383497
2179,3190000,1,38.1,5,9,лоджия,совмещенный,,https://www.avito.ru/perm/kvartiry/1-k._kvartira_381m_59et._2389417020
2180,4750000,3,60.7,7,9,лоджия,раздельный,1978,https://www.avito.ru/perm/kvartiry/3-k._kvartira_607m_79et._2362322338
2181,5700000,3,67.6,9,10,лоджия,совмещенный,2004,https://www.avito.ru/perm/kvartiry/3-k._kvartira_676m_910et._2267029968
2182,2700000,1,31,1,5,,совмещенный,1964,https://www.avito.ru/perm/kvartiry/1-k._kvartira_31m_15et._2309806491
2183,2600000,2,52.7,3,3,балкон,раздельный,1984,https://www.avito.ru/perm/kvartiry/2-k._kvartira_527m_33et._2347981778
2184,4420000,3,68.6,6,9,балкон,совмещенный,,https://www.avito.ru/perm/kvartiry/3-k._kvartira_686m_69et._2317967072
2185,4350000,1,35.1,7,9,лоджия,совмещенный,,https://www.avito.ru/perm/kvartiry/1-k._kvartira_351m_79et._2347780218
2186,3300000,3,42.2,3,5,,совмещенный,,https://www.avito.ru/perm/kvartiry/3-k._kvartira_422m_35et._2355661562
2187,3500000,2,44,3,4,,,,https://www.avito.ru/perm/kvartiry/2-k._kvartira_44m_34et._2346290109
2188,2600000,2,34.1,2,5,,совмещенный,1986,https://www.avito.ru/perm/kvartiry/2-k._kvartira_341m_25et._2349307208
2189,6700000,3,81.5,4,17,,,,https://www.avito.ru/perm/kvartiry/3-k._kvartira_815m_417et._2389784922
2190,5850000,3,55.5,11,14,лоджия,раздельный,1979,https://www.avito.ru/perm/kvartiry/3-k._kvartira_555m_1114et._2145229056
2191,7800000,3,62.9,12,21,балкон,раздельный,2017,https://www.avito.ru/perm/kvartiry/3-k._kvartira_629m_1221et._2359136659
2192,5780000,3,69.3,5,5,лоджия,раздельный,2011,https://www.avito.ru/perm/kvartiry/3-k._kvartira_693m_55et._2324390035
2193,3050000,1,34,1,3,лоджия,совмещенный,2018,https://www.avito.ru/perm/kvartiry/1-k._kvartira_34m_13et._2385915462
2194,4350000,2,52.2,2,10,лоджия,раздельный,2005,https://www.avito.ru/perm/kvartiry/2-k._kvartira_522m_210et._2331663159
2195,4400000,1,42.1,2,10,балкон,совмещенный,2014,https://www.avito.ru/perm/kvartiry/kvartira-studiya_421m_1416et._2297829161
2196,1150000,1,19,3,5,,совмещенный,,https://www.avito.ru/perm/kvartiry/1-k._kvartira_19m_35et._1930280461
2197,5280000,2,53.6,2,10,лоджия,раздельный,2007,https://www.avito.ru/perm/kvartiry/2-k._kvartira_536m_210et._2384780636
2198,2400000,2,47,2,5,балкон,раздельный,1968,https://www.avito.ru/perm/kvartiry/2-k._kvartira_47m_25et._2402014430
2199,2790000,1,27.3,2,5,,,,https://www.avito.ru/perm/kvartiry/apartamenty-studiya_273m_316et._2379343871
2200,4499000,2,39.1,9,16,,совмещенный,2022,https://www.avito.ru/perm/kvartiry/2-k._kvartira_391m_916et._2385610124
2201,3350000,1,38.4,3,16,балкон,совмещенный,2021,https://www.avito.ru/perm/kvartiry/1-k._kvartira_384m_316et._2341754506
2202,3000000,1,31,5,5,балкон,совмещенный,,https://www.avito.ru/perm/kvartiry/1-k._kvartira_31m_55et._2387889020
2203,5300000,3,67.4,1,9,лоджия,раздельный,1986,https://www.avito.ru/perm/kvartiry/3-k._kvartira_674m_19et._2377214251
2204,2900000,1,30.6,5,5,,совмещенный,,https://www.avito.ru/perm/kvartiry/1-k._kvartira_306m_55et._2309509084
2205,3050000,1,42.2,4,16,балкон,раздельный,2016,https://www.avito.ru/perm/kvartiry/1-k._kvartira_422m_416et._2380938233
2206,7300000,2,66,5,16,лоджия,раздельный,2018,https://www.avito.ru/perm/kvartiry/2-k._kvartira_66m_516et._2411873783
2207,11700000,1,планировка,5,16,,,,https://www.avito.ru/perm/kvartiry/svob._planirovka_1188m_1818et._2220564350
2208,3990000,2,44,9,9,лоджия,совмещенный,1977,https://www.avito.ru/perm/kvartiry/2-k._kvartira_44m_99et._2382620957
2209,2520000,1,29.9,3,5,балкон,совмещенный,,https://www.avito.ru/perm/kvartiry/1-k._kvartira_299m_35et._2364303419
2210,1900000,2,41,3,3,балкон,совмещенный,1957,https://www.avito.ru/perm/kvartiry/2-k._kvartira_41m_33et._2383210520
2211,3490000,2,44.1,5,5,балкон,совмещенный,,https://www.avito.ru/perm/kvartiry/2-k._kvartira_441m_55et._2370201327
2212,5995000,3,65.8,2,5,лоджия,совмещенный,1980,https://www.avito.ru/perm/kvartiry/3-k._kvartira_658m_25et._2181448717
2213,3300000,3,46.9,1,5,,,,https://www.avito.ru/perm/kvartiry/3-k._kvartira_469m_15et._2299996957
2214,3498000,1,42.9,15,16,балкон,раздельный,2009,https://www.avito.ru/perm/kvartiry/1-k._kvartira_429m_1516et._2349217347
2215,3050000,1,31,3,5,,совмещенный,1963,https://www.avito.ru/perm/kvartiry/1-k._kvartira_31m_35et._2362800539
2216,3900000,3,61,1,5,балкон,раздельный,,https://www.avito.ru/perm/kvartiry/3-k._kvartira_61m_15et._2348639750
2217,7650000,2,57.8,13,17,лоджия,совмещенный,2007,https://www.avito.ru/perm/kvartiry/2-k._kvartira_578m_1317et._2353493265
2218,3400000,1,38.6,7,10,лоджия,совмещенный,2010,https://www.avito.ru/perm/kvartiry/1-k._kvartira_386m_710et._2390246651
2219,7000000,3,90.7,9,17,лоджия,раздельный,2010,https://www.avito.ru/perm/kvartiry/3-k._kvartira_907m_917et._2249582815
2220,4200000,3,57.4,3,5,балкон,совмещенный,1969,https://www.avito.ru/perm/kvartiry/3-k._kvartira_574m_35et._2341247820
2221,7950000,3,92.9,6,12,,,,https://www.avito.ru/perm/kvartiry/3-k._kvartira_929m_612et._2388169438
2222,2700000,1,30.4,2,5,,совмещенный,,https://www.avito.ru/perm/kvartiry/1-k._kvartira_304m_25et._2330565309
2223,3600000,3,61,2,5,балкон,совмещенный,1972,https://www.avito.ru/perm/kvartiry/3-k._kvartira_61m_25et._2341712084
2224,2249000,2,42.6,2,3,балкон,совмещенный,,https://www.avito.ru/perm/kvartiry/2-k._kvartira_426m_23et._2381545026
2225,2950000,1,30,1,5,,совмещенный,,https://www.avito.ru/perm/kvartiry/1-k._kvartira_30m_15et._2370394251
2226,5800000,4,84,4,9,балкон,раздельный,1993,https://www.avito.ru/perm/kvartiry/4-k._kvartira_84m_49et._2244201000
2227,7500000,1,41,15,17,балкон,совмещенный,,https://www.avito.ru/perm/kvartiry/1-k._kvartira_41m_1517et._2377517963
2228,3900000,1,38,2,14,лоджия,совмещенный,1978,https://www.avito.ru/perm/kvartiry/1-k._kvartira_38m_214et._2378932057
2229,4299000,2,47,4,5,балкон,совмещенный,,https://www.avito.ru/perm/kvartiry/2-k._kvartira_47m_45et._2187314677
2230,6500000,2,66,6,17,,,,https://www.avito.ru/perm/kvartiry/2-k._kvartira_66m_617et._2372722957
2231,4250000,2,58.8,15,16,,,,https://www.avito.ru/perm/kvartiry/2-k._kvartira_588m_1516et._2372097944
2232,2500000,1,33,2,5,балкон,совмещенный,,https://www.avito.ru/perm/kvartiry/1-k._kvartira_33m_25et._2375607335
2233,3180000,3,60,2,5,,,,https://www.avito.ru/perm/kvartiry/3-k._kvartira_60m_25et._2385131561
2234,2000000,1,31.3,5,5,балкон,совмещенный,1968,https://www.avito.ru/perm/kvartiry/1-k._kvartira_313m_55et._2332743209
2235,4100000,3,61.1,5,5,балкон,раздельный,,https://www.avito.ru/perm/kvartiry/3-k._kvartira_611m_55et._2379775500
2236,7900000,3,75.8,10,18,балкон,раздельный,2020,https://www.avito.ru/perm/kvartiry/3-k._kvartira_758m_1018et._2308985961
2237,6800000,2,71,5,10,лоджия,совмещенный,1998,https://www.avito.ru/perm/kvartiry/2-k._kvartira_71m_510et._2386342253
2238,1920000,1,25.6,5,10,,раздельный,1988,https://www.avito.ru/perm/kvartiry/kvartira-studiya_256m_49et._2245214437
2239,21500000,5,174.7,3,17,лоджия,раздельный,2004,https://www.avito.ru/perm/kvartiry/5-k._kvartira_1747m_317et._2285308188
2240,11860000,4,113,3,9,,,,https://www.avito.ru/perm/kvartiry/4-k._kvartira_113m_39et._2223601888
2241,2500000,3,71.8,1,2,,раздельный,1954,https://www.avito.ru/perm/kvartiry/3-k._kvartira_718m_12et._2376125114
2242,3500000,3,48.4,1,5,,раздельный,1966,https://www.avito.ru/perm/kvartiry/3-k._kvartira_484m_15et._2251321561
2243,3599000,3,54.4,1,5,,,,https://www.avito.ru/perm/kvartiry/3-k._kvartira_544m_15et._2365703810
2244,8700000,3,85,8,12,,,,https://www.avito.ru/perm/kvartiry/3-k._kvartira_85m_812et._2348554630
2245,3200000,1,40.8,3,7,балкон,,,https://www.avito.ru/perm/kvartiry/1-k._kvartira_408m_37et._2421301105
2246,3500000,3,46.5,1,5,балкон,совмещенный,1966,https://www.avito.ru/perm/kvartiry/3-k._kvartira_465m_15et._2377664163
2247,5240000,4,81.6,8,16,лоджия,раздельный,,https://www.avito.ru/perm/kvartiry/4-k._kvartira_816m_816et._2366278564
2248,6700000,3,80,1,25,,,,https://www.avito.ru/perm/kvartiry/3-k._kvartira_80m_125et._2410502654
2249,10900000,3,76.2,17,25,лоджия,раздельный,2020,https://www.avito.ru/perm/kvartiry/3-k._kvartira_762m_1725et._2385134367
2250,3300000,2,44.2,4,5,балкон,раздельный,,https://www.avito.ru/perm/kvartiry/2-k._kvartira_442m_45et._2391822418
2251,3100000,2,45,3,5,балкон,раздельный,1969,https://www.avito.ru/perm/kvartiry/2-k._kvartira_45m_35et._1299514411
2252,3500000,2,41,1,5,,раздельный,1970,https://www.avito.ru/perm/kvartiry/2-k._kvartira_41m_15et._2387430828
2253,3000000,2,45.5,5,5,балкон,совмещенный,1965,https://www.avito.ru/perm/kvartiry/2-k._kvartira_455m_55et._2350643969
2254,2800000,1,30.1,1,5,,совмещенный,1966,https://www.avito.ru/perm/kvartiry/1-k._kvartira_301m_15et._2382433973
2255,10500000,4,96,3,17,,,,https://www.avito.ru/perm/kvartiry/4-k._kvartira_96m_317et._2365021751
2256,7030000,3,75,11,16,балкон,раздельный,,https://www.avito.ru/perm/kvartiry/3-k._kvartira_75m_1116et._2268084023
2257,2055000,2,44,1,5,,совмещенный,,https://www.avito.ru/perm/kvartiry/2-k._kvartira_44m_15et._2393182006
2258,2800000,2,46.2,1,5,балкон,раздельный,,https://www.avito.ru/perm/kvartiry/2-k._kvartira_462m_15et._2385661075
2259,6850000,3,73.3,9,10,балкон,совмещенный,2013,https://www.avito.ru/perm/kvartiry/3-k._kvartira_733m_910et._2349861604
2260,4800000,2,59,3,6,балкон,раздельный,,https://www.avito.ru/perm/kvartiry/2-k._kvartira_59m_36et._2369130284
2261,5990000,3,103,5,10,лоджия,раздельный,1997,https://www.avito.ru/perm/kvartiry/3-k._kvartira_103m_510et._2364515143
2262,3180000,2,44.6,4,5,балкон,раздельный,1968,https://www.avito.ru/perm/kvartiry/2-k._kvartira_446m_45et._2412072624
2263,10500000,4,174.4,1,6,лоджия,совмещенный,1999,https://www.avito.ru/perm/kvartiry/4-k._kvartira_1744m_16et._2358091642
2264,3450000,2,49.3,4,5,лоджия,раздельный,,https://www.avito.ru/perm/kvartiry/2-k._kvartira_493m_45et._2353125751
2265,7000000,3,84.7,3,4,,совмещенный,2014,https://www.avito.ru/perm/kvartiry/3-k._kvartira_847m_34et._2339683647
2266,3500000,2,45,1,5,,,,https://www.avito.ru/perm/kvartiry/2-k._kvartira_45m_15et._2386715207
2267,3600000,3,59.7,5,5,,раздельный,1994,https://www.avito.ru/perm/kvartiry/3-k._kvartira_597m_55et._2371445587
2268,3660000,2,43.2,3,5,балкон,совмещенный,,https://www.avito.ru/perm/kvartiry/2-k._kvartira_432m_35et._2395653580
2269,7500000,3,78,23,25,балкон,раздельный,2018,https://www.avito.ru/perm/kvartiry/3-k._kvartira_78m_2325et._2363466935
2270,5500000,3,76,7,9,лоджия,раздельный,2021,https://www.avito.ru/perm/kvartiry/3-k._kvartira_76m_79et._2313798564
2271,4490000,2,52.9,3,10,балкон,раздельный,,https://www.avito.ru/perm/kvartiry/2-k._kvartira_529m_310et._2366754577
2272,3700000,2,44.7,1,5,лоджия,раздельный,,https://www.avito.ru/perm/kvartiry/2-k._kvartira_447m_15et._2315671747
2273,2999000,1,23.5,1,5,балкон,совмещенный,2021,https://www.avito.ru/perm/kvartiry/kvartira-studiya_235m_316et._2381488580
2274,3490000,3,60.2,5,9,лоджия,раздельный,1983,https://www.avito.ru/perm/kvartiry/3-k._kvartira_602m_59et._2396631589
2275,5700000,3,70.7,9,16,лоджия,раздельный,1987,https://www.avito.ru/perm/kvartiry/3-k._kvartira_707m_916et._2369904816
2276,3600000,3,60.4,9,9,,,,https://www.avito.ru/perm/kvartiry/3-k._kvartira_604m_99et._2372602820
2277,3050000,2,43.3,1,9,,,,https://www.avito.ru/perm/kvartiry/2-k._kvartira_433m_19et._2401204615
2278,2000000,4,68,2,2,,раздельный,1970,https://www.avito.ru/perm/kvartiry/4-k._kvartira_68m_22et._2189798529
2279,4990000,4,92,5,10,,,,https://www.avito.ru/perm/kvartiry/4-k._kvartira_92m_510et._2370033593
2280,13700000,3,132.1,2,18,лоджия,раздельный,,https://www.avito.ru/perm/kvartiry/3-k._kvartira_1321m_218et._2401561318
2281,5450000,4,85.9,9,9,лоджия,раздельный,1989,https://www.avito.ru/perm/kvartiry/4-k._kvartira_859m_99et._2342457923
2282,8500000,4,116,3,3,,,,https://www.avito.ru/perm/kvartiry/4-k._kvartira_116m_33et._2369939997
2283,5200000,3,64.7,4,10,балкон,раздельный,1984,https://www.avito.ru/perm/kvartiry/3-k._kvartira_647m_410et._2345688965
2284,4350000,2,52.2,6,10,лоджия,раздельный,2011,https://www.avito.ru/perm/kvartiry/2-k._kvartira_522m_610et._2375748166
2285,1900000,1,25.6,4,5,,раздельный,1960,https://www.avito.ru/perm/kvartiry/1-k._kvartira_256m_45et._2331297621
2286,от3150000,1,1-к.,4,5,лоджия,раздельный,2008,https://www.avito.ru/perm/kvartiry/auktsion_1-k._kvartira_38m_710et._2402828582
2287,7500000,3,72.4,5,5,балкон,совмещенный,1958,https://www.avito.ru/perm/kvartiry/3-k._kvartira_724m_55et._2343841519
2288,6566450,2,63,16,16,,раздельный,2012,https://www.avito.ru/perm/kvartiry/2-k._kvartira_63m_1616et._2258240013
2289,5900000,2,65.3,9,25,лоджия,раздельный,,https://www.avito.ru/perm/kvartiry/2-k._kvartira_653m_925et._2275905575
2290,4999000,1,37.7,2,25,лоджия,совмещенный,2020,https://www.avito.ru/perm/kvartiry/1-k._kvartira_377m_225et._2309484186
2291,4500000,3,68,4,10,,раздельный,2016,https://www.avito.ru/perm/kvartiry/3-k._kvartira_68m_410et._2373968931
2292,7500000,3,93,1,10,лоджия,раздельный,2016,https://www.avito.ru/perm/kvartiry/3-k._kvartira_93m_110et._2421667173
2293,2900000,1,33.5,8,9,лоджия,совмещенный,1975,https://www.avito.ru/perm/kvartiry/1-k._kvartira_335m_89et._2208048986
2294,7500000,3,80.9,11,19,лоджия,,,https://www.avito.ru/perm/kvartiry/3-k._kvartira_809m_1119et._2293397721
2295,9650000,3,85,19,23,лоджия,раздельный,2020,https://www.avito.ru/perm/kvartiry/3-k._kvartira_85m_1923et._2371121493
2296,4200000,3,56.8,2,5,балкон,совмещенный,,https://www.avito.ru/perm/kvartiry/3-k._kvartira_568m_25et._2287546363
2297,9500000,3,98,5,6,лоджия,совмещенный,2017,https://www.avito.ru/perm/kvartiry/3-k._kvartira_98m_56et._2080572948
2298,8900000,2,77,4,19,лоджия,совмещенный,,https://www.avito.ru/perm/kvartiry/2-k._kvartira_77m_419et._2250690657
2299,10850000,3,153.3,13,17,балкон,,,https://www.avito.ru/perm/kvartiry/3-k._kvartira_1533m_1317et._2292972415
2300,4399000,1,34.2,13,25,лоджия,совмещенный,2019,https://www.avito.ru/perm/kvartiry/1-k._kvartira_342m_1325et._2316066084
2301,3250000,1,42.3,6,6,лоджия,раздельный,2001,https://www.avito.ru/perm/kvartiry/1-k._kvartira_423m_66et._2318424369
2302,1950000,2,47,1,5,балкон,раздельный,1989,https://www.avito.ru/perm/kvartiry/2-k._kvartira_47m_15et._2361075271
2303,3000000,1,30,1,5,балкон,,,https://www.avito.ru/perm/kvartiry/1-k._kvartira_30m_15et._2421284394
